Probability of death for females by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
2002,0.006275,0.000421,0.000273,0.000196,0.000168,0.000152,0.000143,0.000136,0.000128,0.000120,0.000114,0.000117,0.000138,0.000182,0.000241,0.000308,0.000371,0.000418,0.000442,0.000449,0.000453,0.000462,0.000470,0.000479,0.000489,0.000501,0.000515,0.000534,0.000560,0.000593,0.000632,0.000676,0.000731,0.000796,0.000872,0.000956,0.001047,0.001149,0.001261,0.001383,0.001516,0.001657,0.001802,0.001948,0.002099,0.002267,0.002449,0.002633,0.002817,0.003009,0.003223,0.003470,0.003754,0.004080,0.004450,0.004867,0.005330,0.005840,0.006396,0.007008,0.007693,0.008453,0.009274,0.010155,0.011112,0.012186,0.013382,0.014674,0.016062,0.017576,0.019314,0.021265,0.023332,0.025498,0.027849,0.030582,0.033749,0.037253,0.041111,0.045427,0.050396,0.056098,0.062487,0.069605,0.077552,0.086443,0.096377,0.107428,0.119641,0.133035,0.147617,0.163376,0.180297,0.198353,0.217509,0.236924,0.256339,0.275469,0.294012,0.311653,0.330352,0.350174,0.371184,0.393455,0.417062,0.442086,0.468611,0.496728,0.526532,0.558123,0.591611,0.627108,0.664734,0.704618,0.746895,0.791709,0.839211,0.883454,0.927626,0.974008
2003,0.006087,0.000412,0.000298,0.000217,0.000172,0.000153,0.000141,0.000131,0.000121,0.000112,0.000105,0.000108,0.000129,0.000170,0.000227,0.000292,0.000352,0.000401,0.000433,0.000450,0.000466,0.000485,0.000500,0.000511,0.000519,0.000528,0.000539,0.000555,0.000575,0.000601,0.000632,0.000670,0.000719,0.000782,0.000858,0.000943,0.001036,0.001137,0.001249,0.001370,0.001501,0.001642,0.001787,0.001937,0.002092,0.002264,0.002450,0.002638,0.002825,0.003019,0.003235,0.003483,0.003765,0.004085,0.004446,0.004849,0.005298,0.005801,0.006363,0.006985,0.007687,0.008455,0.009261,0.010097,0.010987,0.011986,0.013114,0.014354,0.015714,0.017216,0.018941,0.020872,0.022928,0.025095,0.027450,0.030201,0.033374,0.036833,0.040577,0.044734,0.049527,0.055078,0.061373,0.068477,0.076468,0.085425,0.095418,0.106505,0.118730,0.132120,0.146696,0.162464,0.179422,0.197556,0.216842,0.236379,0.255898,0.275103,0.293679,0.311300,0.329978,0.349776,0.370763,0.393009,0.416589,0.441585,0.468080,0.496164,0.525934,0.557490,0.590940,0.626396,0.663980,0.703819,0.746048,0.790811,0.834412,0.876132,0.919939,0.965936
2004,0.006091,0.000461,0.000268,0.000195,0.000166,0.000149,0.000139,0.000131,0.000123,0.000113,0.000107,0.000110,0.000131,0.000175,0.000235,0.000303,0.000366,0.000414,0.000439,0.000446,0.000451,0.000460,0.000469,0.000481,0.000495,0.000511,0.000528,0.000547,0.000570,0.000597,0.000629,0.000667,0.000713,0.000768,0.000831,0.000902,0.000982,0.001076,0.001186,0.001309,0.001443,0.001585,0.001737,0.001897,0.002065,0.002251,0.002448,0.002639,0.002818,0.002996,0.003193,0.003421,0.003681,0.003978,0.004316,0.004694,0.005115,0.005589,0.006120,0.006711,0.007380,0.008115,0.008886,0.009686,0.010538,0.011489,0.012568,0.013780,0.015142,0.016660,0.018410,0.020343,0.022344,0.024381,0.026550,0.029073,0.032023,0.035307,0.038949,0.043047,0.047769,0.053190,0.059279,0.066080,0.073686,0.082199,0.091713,0.102295,0.113990,0.126821,0.140793,0.155906,0.172147,0.189496,0.207923,0.226593,0.245252,0.263621,0.281401,0.298286,0.316183,0.335154,0.355263,0.376579,0.399173,0.423124,0.448511,0.475422,0.503947,0.534184,0.566235,0.600209,0.636222,0.674395,0.714859,0.757750,0.803215,0.848184,0.890593,0.935123
2005,0.006156,0.000416,0.000257,0.000181,0.000155,0.000148,0.000144,0.000139,0.000130,0.000118,0.000107,0.000105,0.000120,0.000159,0.000214,0.000276,0.000334,0.000381,0.000412,0.000431,0.000448,0.000468,0.000484,0.000496,0.000504,0.000513,0.000524,0.000542,0.000568,0.000602,0.000642,0.000687,0.000736,0.000789,0.000848,0.000914,0.000990,0.001080,0.001188,0.001311,0.001444,0.001587,0.001739,0.001900,0.002071,0.002256,0.002452,0.002652,0.002851,0.003056,0.003286,0.003541,0.003801,0.004063,0.004341,0.004648,0.005007,0.005443,0.005970,0.006581,0.007279,0.008034,0.008811,0.009595,0.010417,0.011336,0.012392,0.013583,0.014926,0.016431,0.018165,0.020087,0.022101,0.024181,0.026413,0.029029,0.032067,0.035389,0.038996,0.043018,0.047669,0.053073,0.059222,0.066184,0.074036,0.082855,0.092709,0.103657,0.115742,0.128995,0.143437,0.159077,0.175914,0.193937,0.213123,0.232548,0.251932,0.270971,0.289339,0.306700,0.325102,0.344608,0.365284,0.387201,0.410433,0.435059,0.461163,0.488833,0.518162,0.549252,0.582207,0.617140,0.654168,0.693418,0.735023,0.779125,0.825872,0.875425,0.923452,0.969625
2006,0.006055,0.000433,0.000276,0.000184,0.000160,0.000144,0.000134,0.000125,0.000114,0.000102,0.000093,0.000093,0.000110,0.000150,0.000205,0.000267,0.000326,0.000376,0.000409,0.000430,0.000449,0.000472,0.000491,0.000507,0.000520,0.000535,0.000551,0.000569,0.000590,0.000615,0.000644,0.000680,0.000723,0.000774,0.000835,0.000903,0.000981,0.001072,0.001178,0.001299,0.001430,0.001570,0.001721,0.001881,0.002050,0.002233,0.002428,0.002626,0.002826,0.003032,0.003263,0.003516,0.003772,0.004029,0.004300,0.004597,0.004945,0.005364,0.005868,0.006450,0.007117,0.007840,0.008581,0.009324,0.010103,0.010973,0.011980,0.013131,0.014449,0.015938,0.017653,0.019545,0.021520,0.023548,0.025716,0.028247,0.031187,0.034405,0.037905,0.041808,0.046337,0.051587,0.057503,0.064135,0.071588,0.079984,0.089431,0.100010,0.111773,0.124745,0.138938,0.154348,0.170963,0.188761,0.207711,0.226885,0.245997,0.264731,0.282754,0.299719,0.317702,0.336764,0.356970,0.378389,0.401092,0.425157,0.450667,0.477707,0.506369,0.536751,0.568956,0.603094,0.639279,0.677636,0.718294,0.761392,0.807076,0.851990,0.894590,0.939319
2007,0.006096,0.000434,0.000256,0.000192,0.000148,0.000137,0.000131,0.000125,0.000117,0.000107,0.000099,0.000100,0.000116,0.000153,0.000203,0.000260,0.000314,0.000361,0.000393,0.000416,0.000438,0.000462,0.000483,0.000500,0.000516,0.000531,0.000549,0.000568,0.000589,0.000615,0.000644,0.000679,0.000720,0.000768,0.000825,0.000890,0.000963,0.001048,0.001144,0.001253,0.001371,0.001500,0.001644,0.001805,0.001981,0.002173,0.002374,0.002579,0.002786,0.002999,0.003233,0.003488,0.003745,0.004000,0.004265,0.004560,0.004900,0.005292,0.005745,0.006260,0.006848,0.007499,0.008198,0.008941,0.009748,0.010660,0.011696,0.012847,0.014123,0.015542,0.017170,0.018988,0.020919,0.022948,0.025145,0.027709,0.030659,0.033861,0.037311,0.041132,0.045561,0.050698,0.056486,0.062971,0.070259,0.078471,0.087713,0.098064,0.109578,0.122283,0.136190,0.151299,0.167602,0.185078,0.203700,0.222541,0.241317,0.259716,0.277409,0.294054,0.311697,0.330399,0.350223,0.371236,0.393510,0.417121,0.442148,0.468677,0.496798,0.526605,0.558202,0.591694,0.627196,0.664827,0.704717,0.747000,0.789422,0.828894,0.870338,0.913855
2008,0.005952,0.000416,0.000241,0.000188,0.000153,0.000135,0.000122,0.000112,0.000103,0.000095,0.000091,0.000094,0.000110,0.000143,0.000186,0.000236,0.000284,0.000327,0.000360,0.000385,0.000410,0.000437,0.000461,0.000480,0.000497,0.000515,0.000534,0.000555,0.000577,0.000603,0.000633,0.000668,0.000707,0.000751,0.000802,0.000860,0.000928,0.001011,0.001111,0.001226,0.001352,0.001488,0.001639,0.001806,0.001987,0.002183,0.002388,0.002596,0.002805,0.003018,0.003255,0.003511,0.003761,0.004000,0.004243,0.004512,0.004831,0.005215,0.005680,0.006221,0.006840,0.007517,0.008235,0.008987,0.009795,0.010708,0.011746,0.012890,0.014147,0.015537,0.017134,0.018926,0.020845,0.022882,0.025101,0.027698,0.030682,0.033911,0.037375,0.041205,0.045670,0.050866,0.056698,0.063206,0.070520,0.078795,0.088163,0.098726,0.110542,0.123637,0.138016,0.153669,0.170576,0.188708,0.208027,0.227561,0.247000,0.266007,0.284222,0.301275,0.319351,0.338513,0.358823,0.380353,0.403174,0.427364,0.453006,0.480186,0.508998,0.539538,0.571910,0.606224,0.642598,0.681154,0.722023,0.763448,0.801620,0.841701,0.883786,0.927975
2009,0.005728,0.000373,0.000241,0.000186,0.000150,0.000133,0.000121,0.000112,0.000104,0.000098,0.000094,0.000098,0.000114,0.000143,0.000183,0.000229,0.000274,0.000314,0.000347,0.000374,0.000402,0.000431,0.000458,0.000482,0.000504,0.000527,0.000551,0.000575,0.000602,0.000630,0.000662,0.000699,0.000739,0.000780,0.000827,0.000879,0.000943,0.001020,0.001114,0.001224,0.001345,0.001477,0.001624,0.001789,0.001968,0.002161,0.002364,0.002578,0.002800,0.003032,0.003289,0.003559,0.003819,0.004059,0.004296,0.004556,0.004862,0.005222,0.005646,0.006136,0.006696,0.007315,0.007976,0.008676,0.009435,0.010298,0.011281,0.012370,0.013572,0.014908,0.016440,0.018162,0.020019,0.022003,0.024173,0.026706,0.029603,0.032718,0.036034,0.039683,0.043899,0.048807,0.054374,0.060661,0.067751,0.075729,0.084673,0.094645,0.105694,0.117853,0.131146,0.145585,0.161175,0.177910,0.195774,0.213849,0.231865,0.249525,0.266514,0.282504,0.299455,0.317422,0.336467,0.356655,0.378055,0.400738,0.424782,0.450269,0.477285,0.505922,0.536278,0.568454,0.602561,0.638715,0.677038,0.717660,0.760720,0.806363,0.851378,0.893947
2010,0.005562,0.000396,0.000214,0.000162,0.000132,0.000117,0.000106,0.000099,0.000093,0.000090,0.000090,0.000096,0.000111,0.000137,0.000170,0.000207,0.000245,0.000282,0.000318,0.000352,0.000388,0.000423,0.000454,0.000476,0.000494,0.000511,0.000531,0.000553,0.000579,0.000608,0.000641,0.000677,0.000719,0.000765,0.000818,0.000879,0.000948,0.001021,0.001100,0.001185,0.001279,0.001387,0.001518,0.001676,0.001858,0.002055,0.002262,0.002480,0.002708,0.002947,0.003208,0.003484,0.003750,0.003999,0.004245,0.004520,0.004836,0.005185,0.005570,0.006001,0.006488,0.007045,0.007684,0.008418,0.009248,0.010200,0.011255,0.012372,0.013538,0.014793,0.016233,0.017882,0.019692,0.021671,0.023866,0.026437,0.029368,0.032519,0.035870,0.039555,0.043828,0.048808,0.054434,0.060762,0.067889,0.075926,0.084968,0.095093,0.106352,0.118777,0.132384,0.147181,0.163161,0.180314,0.198615,0.217125,0.235558,0.253602,0.270923,0.287178,0.304409,0.322673,0.342033,0.362555,0.384309,0.407367,0.431809,0.457718,0.485181,0.514292,0.545149,0.577858,0.612530,0.649282,0.688238,0.729533,0.773305,0.818183,0.859092,0.902047
2011,0.005513,0.000382,0.000218,0.000166,0.000143,0.000127,0.000116,0.000106,0.000098,0.000091,0.000086,0.000089,0.000102,0.000128,0.000164,0.000205,0.000246,0.000285,0.000319,0.000350,0.000383,0.000417,0.000446,0.000469,0.000487,0.000505,0.000525,0.000551,0.000585,0.000626,0.000672,0.000720,0.000766,0.000806,0.000846,0.000891,0.000946,0.001013,0.001094,0.001190,0.001296,0.001413,0.001549,0.001706,0.001881,0.002069,0.002270,0.002486,0.002716,0.002960,0.003226,0.003505,0.003779,0.004040,0.004301,0.004592,0.004920,0.005266,0.005630,0.006028,0.006479,0.007001,0.007602,0.008294,0.009082,0.009990,0.011005,0.012097,0.013261,0.014529,0.015991,0.017662,0.019486,0.021467,0.023658,0.026223,0.029159,0.032331,0.035725,0.039469,0.043828,0.048896,0.054577,0.060909,0.068019,0.076054,0.085148,0.095395,0.106857,0.119557,0.133502,0.148685,0.165088,0.182685,0.201442,0.220406,0.239273,0.257714,0.275376,0.291899,0.309413,0.327978,0.347656,0.368516,0.390627,0.414064,0.438908,0.465243,0.493157,0.522747,0.554111,0.587358,0.622599,0.659955,0.699553,0.741526,0.781186,0.820245,0.861257,0.904320
