Probability of death for females by calendar year and by single year of age (ages 0 to 119).
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1958,0.023723,0.001713,0.000997,0.000761,0.000628,0.000528,0.000450,0.000390,0.000347,0.000317,0.000301,0.000300,0.000316,0.000349,0.000395,0.000451,0.000511,0.000561,0.000595,0.000619,0.000644,0.000675,0.000705,0.000735,0.000766,0.000800,0.000838,0.000884,0.000940,0.001006,0.001081,0.001162,0.001248,0.001338,0.001434,0.001541,0.001664,0.001802,0.001956,0.002129,0.002322,0.002533,0.002764,0.003014,0.003287,0.003582,0.003905,0.004263,0.004660,0.005093,0.005576,0.006090,0.006604,0.007104,0.007613,0.008175,0.008821,0.009551,0.010381,0.011315,0.012372,0.013538,0.014792,0.016127,0.017578,0.019239,0.021113,0.023126,0.025270,0.027615,0.030291,0.033356,0.036783,0.040601,0.044866,0.049576,0.054848,0.060842,0.067644,0.075195,0.083503,0.092378,0.101606,0.111087,0.120997,0.131596,0.143099,0.155629,0.169215,0.183800,0.199300,0.215614,0.232638,0.250272,0.268423,0.287218,0.306610,0.326542,0.346953,0.367770,0.388417,0.407837,0.428229,0.449641,0.472123,0.495729,0.520515,0.546541,0.573868,0.602562,0.632690,0.664324,0.697540,0.732417,0.769038,0.807490,0.847865,0.890258,0.934771,0.981509
1959,0.023048,0.001605,0.000925,0.000704,0.000623,0.000528,0.000453,0.000395,0.000351,0.000319,0.000301,0.000298,0.000312,0.000346,0.000393,0.000452,0.000512,0.000564,0.000600,0.000624,0.000651,0.000682,0.000712,0.000738,0.000764,0.000791,0.000823,0.000867,0.000926,0.000997,0.001079,0.001165,0.001252,0.001337,0.001423,0.001518,0.001630,0.001760,0.001912,0.002084,0.002276,0.002486,0.002712,0.002955,0.003217,0.003503,0.003815,0.004158,0.004532,0.004939,0.005390,0.005875,0.006374,0.006879,0.007406,0.007990,0.008648,0.009377,0.010183,0.011077,0.012085,0.013204,0.014406,0.015690,0.017086,0.018688,0.020497,0.022440,0.024512,0.026780,0.029385,0.032377,0.035709,0.039404,0.043532,0.048066,0.053174,0.059103,0.065970,0.073662,0.082133,0.091090,0.100244,0.109444,0.118919,0.129012,0.140007,0.152069,0.165234,0.179423,0.194522,0.210397,0.226912,0.243942,0.261368,0.279441,0.298125,0.317376,0.337144,0.357373,0.378815,0.399622,0.419604,0.440584,0.462613,0.485744,0.510031,0.535532,0.562309,0.590424,0.619946,0.650943,0.683490,0.717665,0.753548,0.791225,0.830786,0.872326,0.915942,0.961739
1960,0.022619,0.001639,0.000941,0.000728,0.000610,0.000522,0.000453,0.000398,0.000354,0.000322,0.000301,0.000295,0.000307,0.000338,0.000384,0.000442,0.000501,0.000551,0.000586,0.000609,0.000634,0.000664,0.000695,0.000728,0.000762,0.000800,0.000842,0.000888,0.000940,0.000997,0.001062,0.001136,0.001217,0.001307,0.001406,0.001516,0.001640,0.001785,0.001951,0.002140,0.002348,0.002572,0.002806,0.003048,0.003303,0.003576,0.003878,0.004210,0.004577,0.004979,0.005434,0.005922,0.006401,0.006857,0.007320,0.007815,0.008403,0.009139,0.010060,0.011137,0.012370,0.013673,0.014946,0.016142,0.017339,0.018692,0.020296,0.022130,0.024230,0.026624,0.029408,0.032540,0.035907,0.039486,0.043404,0.047662,0.052565,0.058493,0.065636,0.073783,0.082775,0.092145,0.101505,0.110623,0.119809,0.129536,0.140196,0.152014,0.165034,0.179141,0.194172,0.209939,0.226251,0.242939,0.259843,0.277425,0.295666,0.314539,0.334014,0.354055,0.375298,0.397816,0.421418,0.442488,0.464613,0.487844,0.512236,0.537848,0.564740,0.592977,0.622626,0.653757,0.686445,0.720767,0.756805,0.794646,0.834378,0.876097,0.919902,0.965897
1961,0.021986,0.001523,0.000916,0.000677,0.000578,0.000494,0.000428,0.000375,0.000334,0.000302,0.000282,0.000276,0.000289,0.000321,0.000367,0.000426,0.000485,0.000534,0.000568,0.000591,0.000614,0.000643,0.000673,0.000702,0.000734,0.000768,0.000807,0.000853,0.000907,0.000970,0.001042,0.001120,0.001205,0.001297,0.001396,0.001507,0.001631,0.001768,0.001916,0.002080,0.002260,0.002459,0.002678,0.002920,0.003185,0.003468,0.003774,0.004115,0.004494,0.004907,0.005381,0.005880,0.006336,0.006721,0.007082,0.007456,0.007939,0.008616,0.009542,0.010670,0.011965,0.013310,0.014599,0.015770,0.016912,0.018200,0.019739,0.021490,0.023491,0.025771,0.028412,0.031392,0.034636,0.038137,0.041997,0.046286,0.051188,0.056881,0.063476,0.070901,0.079033,0.087738,0.096988,0.106732,0.117036,0.127995,0.139687,0.152149,0.165382,0.179348,0.193998,0.209275,0.225121,0.241479,0.258292,0.275778,0.293918,0.312684,0.332047,0.351970,0.373088,0.395474,0.419202,0.441827,0.463918,0.487114,0.511470,0.537043,0.563895,0.592090,0.621695,0.652779,0.685418,0.719689,0.755674,0.793457,0.833130,0.874787,0.918526,0.964453
1962,0.021840,0.001532,0.000909,0.000688,0.000537,0.000478,0.000430,0.000389,0.000351,0.000317,0.000290,0.000276,0.000284,0.000316,0.000367,0.000429,0.000490,0.000543,0.000582,0.000610,0.000639,0.000674,0.000706,0.000737,0.000768,0.000801,0.000840,0.000882,0.000930,0.000985,0.001046,0.001116,0.001200,0.001300,0.001415,0.001544,0.001684,0.001831,0.001983,0.002144,0.002320,0.002516,0.002734,0.002977,0.003243,0.003530,0.003839,0.004179,0.004553,0.004959,0.005424,0.005917,0.006376,0.006778,0.007165,0.007568,0.008076,0.008770,0.009703,0.010828,0.012118,0.013458,0.014744,0.015914,0.017055,0.018352,0.019899,0.021640,0.023609,0.025845,0.028421,0.031355,0.034626,0.038250,0.042295,0.046884,0.052067,0.057816,0.064159,0.071166,0.078764,0.087148,0.096625,0.107323,0.119070,0.131598,0.144685,0.158195,0.172086,0.186395,0.201181,0.216510,0.232445,0.249036,0.266321,0.284305,0.302968,0.322286,0.342229,0.362763,0.384529,0.407601,0.432057,0.455154,0.477912,0.501808,0.526898,0.553243,0.580905,0.609950,0.640448,0.672470,0.706094,0.741399,0.778469,0.817392,0.858262,0.901175,0.946233,0.993545
1963,0.021809,0.001518,0.000897,0.000694,0.000573,0.000489,0.000423,0.000371,0.000331,0.000301,0.000282,0.000278,0.000294,0.000331,0.000385,0.000450,0.000516,0.000570,0.000605,0.000627,0.000649,0.000677,0.000705,0.000735,0.000768,0.000805,0.000845,0.000890,0.000938,0.000993,0.001054,0.001124,0.001210,0.001313,0.001432,0.001567,0.001712,0.001862,0.002016,0.002177,0.002352,0.002549,0.002768,0.003014,0.003286,0.003579,0.003894,0.004237,0.004611,0.005015,0.005475,0.005966,0.006430,0.006848,0.007257,0.007682,0.008209,0.008920,0.009865,0.010999,0.012300,0.013648,0.014924,0.016062,0.017157,0.018404,0.019909,0.021621,0.023577,0.025816,0.028390,0.031325,0.034632,0.038337,0.042489,0.047243,0.052577,0.058356,0.064563,0.071337,0.078628,0.086806,0.096372,0.107550,0.120030,0.133338,0.147085,0.161035,0.175124,0.189429,0.204069,0.219180,0.234892,0.251314,0.268538,0.286484,0.305140,0.324491,0.344514,0.365185,0.387096,0.410322,0.434941,0.461037,0.488401,0.512821,0.538462,0.565385,0.593655,0.623337,0.654504,0.687229,0.721591,0.757670,0.795554,0.835332,0.877098,0.920953,0.967001,1.000000
1964,0.021530,0.001521,0.000844,0.000659,0.000526,0.000460,0.000408,0.000366,0.000330,0.000300,0.000279,0.000272,0.000285,0.000324,0.000380,0.000447,0.000514,0.000569,0.000607,0.000631,0.000656,0.000686,0.000714,0.000739,0.000763,0.000788,0.000819,0.000862,0.000921,0.000993,0.001075,0.001162,0.001256,0.001354,0.001459,0.001576,0.001706,0.001846,0.001994,0.002156,0.002334,0.002531,0.002748,0.002985,0.003244,0.003518,0.003818,0.004164,0.004566,0.005013,0.005527,0.006058,0.006524,0.006893,0.007217,0.007541,0.007978,0.008623,0.009539,0.010671,0.011968,0.013297,0.014554,0.015671,0.016735,0.017954,0.019416,0.021038,0.022845,0.024892,0.027235,0.029942,0.033066,0.036656,0.040733,0.045414,0.050622,0.056191,0.062077,0.068446,0.075284,0.083003,0.092113,0.102855,0.114906,0.127772,0.141042,0.154474,0.168000,0.181709,0.195730,0.210212,0.225300,0.241114,0.257760,0.275089,0.293086,0.311731,0.330998,0.350858,0.371910,0.394224,0.417878,0.442951,0.465827,0.489119,0.513575,0.539253,0.566216,0.594527,0.624253,0.655466,0.688239,0.722651,0.758783,0.796723,0.836559,0.878387,0.922306,0.968421
1965,0.021336,0.001403,0.000884,0.000644,0.000549,0.000469,0.000407,0.000358,0.000318,0.000287,0.000268,0.000263,0.000278,0.000315,0.000369,0.000435,0.000500,0.000556,0.000594,0.000621,0.000649,0.000682,0.000710,0.000733,0.000753,0.000772,0.000800,0.000841,0.000902,0.000979,0.001068,0.001161,0.001257,0.001353,0.001454,0.001565,0.001691,0.001831,0.001985,0.002155,0.002342,0.002546,0.002772,0.003021,0.003295,0.003587,0.003899,0.004241,0.004614,0.005016,0.005473,0.005954,0.006396,0.006776,0.007135,0.007510,0.007986,0.008632,0.009498,0.010545,0.011732,0.012971,0.014200,0.015377,0.016560,0.017936,0.019520,0.021166,0.022858,0.024695,0.026777,0.029271,0.032308,0.035993,0.040284,0.045239,0.050661,0.056302,0.062058,0.068161,0.074678,0.082143,0.091139,0.101963,0.114229,0.127340,0.140803,0.154329,0.167843,0.181458,0.195340,0.209675,0.224648,0.240413,0.257106,0.274473,0.292495,0.311149,0.330405,0.350229,0.371243,0.393517,0.417128,0.442156,0.468685,0.496096,0.520900,0.546945,0.574293,0.603007,0.633158,0.664816,0.698056,0.732959,0.769607,0.808088,0.848492,0.890917,0.935462,0.982236
1966,0.020577,0.001425,0.000842,0.000661,0.000559,0.000476,0.000411,0.000361,0.000320,0.000287,0.000266,0.000261,0.000281,0.000326,0.000392,0.000470,0.000547,0.000607,0.000641,0.000655,0.000669,0.000690,0.000711,0.000733,0.000758,0.000785,0.000816,0.000860,0.000920,0.000992,0.001076,0.001166,0.001256,0.001345,0.001435,0.001536,0.001653,0.001789,0.001947,0.002127,0.002324,0.002538,0.002773,0.003030,0.003309,0.003608,0.003926,0.004267,0.004629,0.005012,0.005442,0.005899,0.006336,0.006736,0.007132,0.007561,0.008077,0.008713,0.009499,0.010421,0.011464,0.012588,0.013770,0.014993,0.016292,0.017795,0.019490,0.021253,0.023063,0.025012,0.027214,0.029809,0.032877,0.036499,0.040660,0.045459,0.050735,0.056243,0.061895,0.067916,0.074337,0.081697,0.090622,0.101418,0.113679,0.126780,0.140205,0.153650,0.167037,0.180481,0.194154,0.208252,0.222967,0.238462,0.254880,0.271977,0.289740,0.308150,0.327184,0.346816,0.367624,0.389682,0.413063,0.437847,0.464117,0.491964,0.516904,0.542750,0.569887,0.598381,0.628300,0.659715,0.692701,0.727336,0.763703,0.801888,0.841983,0.884082,0.928286,0.974700
1967,0.019491,0.001272,0.000812,0.000573,0.000508,0.000444,0.000394,0.000353,0.000317,0.000286,0.000262,0.000255,0.000272,0.000318,0.000385,0.000465,0.000542,0.000603,0.000639,0.000656,0.000673,0.000697,0.000717,0.000734,0.000751,0.000769,0.000794,0.000830,0.000882,0.000947,0.001022,0.001103,0.001196,0.001299,0.001414,0.001543,0.001684,0.001829,0.001976,0.002130,0.002295,0.002481,0.002699,0.002952,0.003238,0.003549,0.003875,0.004216,0.004567,0.004933,0.005337,0.005772,0.006208,0.006637,0.007079,0.007566,0.008125,0.008759,0.009482,0.010297,0.011211,0.012221,0.013326,0.014531,0.015849,0.017374,0.019067,0.020808,0.022563,0.024428,0.026531,0.029014,0.031940,0.035387,0.039343,0.043900,0.048916,0.054169,0.059582,0.065362,0.071535,0.078600,0.087139,0.097440,0.109130,0.121630,0.134462,0.147344,0.160204,0.173150,0.186340,0.199958,0.214185,0.229173,0.245058,0.261588,0.278745,0.296508,0.314851,0.333742,0.353766,0.374992,0.397492,0.421341,0.446622,0.473419,0.501824,0.528178,0.554587,0.582317,0.611432,0.642004,0.674104,0.707809,0.743200,0.780360,0.819378,0.860347,0.903364,0.948532
1968,0.018927,0.001324,0.000800,0.000615,0.000494,0.000442,0.000401,0.000365,0.000330,0.000296,0.000268,0.000257,0.000272,0.000322,0.000395,0.000483,0.000565,0.000630,0.000666,0.000682,0.000696,0.000717,0.000736,0.000755,0.000774,0.000796,0.000823,0.000859,0.000907,0.000966,0.001034,0.001111,0.001202,0.001307,0.001426,0.001560,0.001706,0.001861,0.002023,0.002196,0.002382,0.002588,0.002817,0.003073,0.003355,0.003660,0.003984,0.004323,0.004672,0.005039,0.005440,0.005875,0.006325,0.006787,0.007273,0.007796,0.008381,0.009050,0.009820,0.010682,0.011670,0.012730,0.013766,0.014741,0.015728,0.016865,0.018234,0.019817,0.021649,0.023761,0.026198,0.028972,0.032071,0.035511,0.039347,0.043674,0.048538,0.053936,0.059898,0.066468,0.073626,0.081472,0.090160,0.099758,0.110196,0.121359,0.133150,0.145510,0.158419,0.171895,0.185961,0.200645,0.215970,0.231951,0.248594,0.265847,0.283672,0.302026,0.320858,0.340109,0.360516,0.382146,0.405075,0.429380,0.455143,0.482451,0.511398,0.542082,0.574607,0.609083,0.645628,0.684366,0.721895,0.757990,0.795889,0.835684,0.877468,0.921342,0.967409,1.000000
1969,0.018180,0.001229,0.000781,0.000625,0.000542,0.000461,0.000399,0.000351,0.000312,0.000280,0.000260,0.000258,0.000282,0.000337,0.000415,0.000507,0.000595,0.000662,0.000696,0.000707,0.000716,0.000732,0.000747,0.000760,0.000775,0.000791,0.000813,0.000847,0.000898,0.000963,0.001039,0.001122,0.001215,0.001318,0.001433,0.001560,0.001699,0.001850,0.002012,0.002188,0.002378,0.002584,0.002806,0.003045,0.003300,0.003579,0.003878,0.004193,0.004521,0.004870,0.005246,0.005658,0.006104,0.006588,0.007113,0.007686,0.008306,0.008965,0.009664,0.010412,0.011269,0.012210,0.013153,0.014072,0.015032,0.016133,0.017456,0.019011,0.020841,0.022958,0.025409,0.028167,0.031179,0.034436,0.038018,0.042037,0.046597,0.051739,0.057519,0.063947,0.070947,0.078566,0.086949,0.096144,0.106093,0.116705,0.127902,0.139634,0.151881,0.164653,0.177964,0.191829,0.206264,0.221275,0.236865,0.253058,0.269829,0.287147,0.304977,0.323275,0.342672,0.363232,0.385026,0.408127,0.432615,0.458572,0.486086,0.515251,0.546167,0.578937,0.613673,0.650493,0.687668,0.722051,0.758154,0.796061,0.835864,0.877658,0.921540,0.967617
1970,0.017592,0.001173,0.000730,0.000582,0.000484,0.000424,0.000378,0.000340,0.000306,0.000274,0.000251,0.000244,0.000265,0.000318,0.000395,0.000486,0.000572,0.000640,0.000678,0.000694,0.000707,0.000728,0.000747,0.000765,0.000784,0.000806,0.000833,0.000865,0.000904,0.000952,0.001006,0.001071,0.001154,0.001260,0.001386,0.001528,0.001680,0.001835,0.001988,0.002146,0.002315,0.002505,0.002723,0.002972,0.003250,0.003553,0.003875,0.004207,0.004547,0.004901,0.005282,0.005697,0.006146,0.006632,0.007158,0.007731,0.008347,0.008997,0.009678,0.010402,0.011230,0.012143,0.013060,0.013961,0.014906,0.015986,0.017279,0.018809,0.020618,0.022715,0.025127,0.027823,0.030760,0.033925,0.037393,0.041263,0.045630,0.050529,0.056012,0.062087,0.068710,0.075902,0.083742,0.092258,0.101434,0.111238,0.121643,0.132631,0.144196,0.156341,0.169068,0.182382,0.196283,0.210766,0.225825,0.241443,0.257588,0.274223,0.291304,0.308782,0.327309,0.346948,0.367765,0.389831,0.413221,0.438014,0.464295,0.492152,0.521681,0.552982,0.586161,0.620099,0.651104,0.683659,0.717842,0.753734,0.791421,0.830992,0.872541,0.916168
1971,0.016522,0.001090,0.000734,0.000565,0.000488,0.000428,0.000383,0.000346,0.000312,0.000280,0.000256,0.000248,0.000269,0.000324,0.000403,0.000497,0.000586,0.000652,0.000685,0.000692,0.000696,0.000708,0.000722,0.000741,0.000766,0.000794,0.000825,0.000861,0.000903,0.000952,0.001008,0.001075,0.001153,0.001246,0.001353,0.001472,0.001603,0.001750,0.001912,0.002090,0.002285,0.002496,0.002720,0.002956,0.003207,0.003479,0.003773,0.004085,0.004415,0.004767,0.005149,0.005562,0.006004,0.006475,0.006979,0.007529,0.008127,0.008769,0.009458,0.010201,0.011047,0.011974,0.012910,0.013836,0.014806,0.015919,0.017237,0.018751,0.020490,0.022479,0.024771,0.027366,0.030237,0.033392,0.036890,0.040833,0.045276,0.050210,0.055665,0.061686,0.068212,0.075375,0.083402,0.092389,0.102216,0.112698,0.123681,0.135068,0.146831,0.158998,0.171612,0.184724,0.198381,0.212623,0.227481,0.242928,0.258943,0.275503,0.292578,0.310133,0.328741,0.348465,0.369373,0.391535,0.415027,0.439929,0.466325,0.494304,0.523963,0.555400,0.588724,0.623417,0.654588,0.687318,0.721683,0.757768,0.795656,0.835439,0.877211,0.921071
1972,0.015917,0.001064,0.000709,0.000568,0.000442,0.000405,0.000377,0.000350,0.000321,0.000290,0.000263,0.000251,0.000267,0.000319,0.000396,0.000487,0.000571,0.000637,0.000674,0.000689,0.000703,0.000723,0.000739,0.000749,0.000758,0.000766,0.000781,0.000808,0.000853,0.000914,0.000986,0.001063,0.001147,0.001237,0.001333,0.001441,0.001564,0.001704,0.001862,0.002039,0.002229,0.002435,0.002662,0.002912,0.003183,0.003482,0.003798,0.004107,0.004400,0.004694,0.005003,0.005357,0.005774,0.006270,0.006834,0.007459,0.008119,0.008790,0.009458,0.010147,0.010927,0.011802,0.012720,0.013674,0.014706,0.015886,0.017256,0.018809,0.020568,0.022560,0.024846,0.027428,0.030269,0.033375,0.036806,0.040672,0.045025,0.049850,0.055176,0.061052,0.067445,0.074476,0.082331,0.091094,0.100676,0.110935,0.121748,0.133045,0.144804,0.157050,0.169821,0.183158,0.197101,0.211678,0.226913,0.242701,0.259007,0.275787,0.292995,0.310575,0.329209,0.348962,0.369900,0.392094,0.415619,0.440556,0.466990,0.495009,0.524710,0.556192,0.589564,0.624937,0.658221,0.691132,0.725689,0.761974,0.800072,0.840076,0.882080,0.926184
1973,0.015366,0.001079,0.000723,0.000496,0.000457,0.000410,0.000374,0.000343,0.000311,0.000278,0.000250,0.000239,0.000257,0.000311,0.000390,0.000483,0.000569,0.000636,0.000671,0.000682,0.000692,0.000707,0.000720,0.000730,0.000739,0.000750,0.000766,0.000791,0.000830,0.000881,0.000941,0.001009,0.001090,0.001185,0.001293,0.001415,0.001549,0.001692,0.001841,0.001999,0.002169,0.002358,0.002574,0.002822,0.003096,0.003402,0.003722,0.004036,0.004335,0.004633,0.004947,0.005305,0.005730,0.006239,0.006818,0.007456,0.008123,0.008795,0.009459,0.010136,0.010900,0.011751,0.012622,0.013500,0.014433,0.015509,0.016777,0.018226,0.019881,0.021773,0.023950,0.026429,0.029205,0.032292,0.035737,0.039648,0.044035,0.048833,0.054046,0.059758,0.065972,0.072872,0.080691,0.089545,0.099311,0.109793,0.120824,0.132307,0.144216,0.156592,0.169490,0.182974,0.197102,0.211922,0.227475,0.243560,0.260131,0.277132,0.294502,0.312172,0.330902,0.350756,0.371802,0.394110,0.417757,0.442822,0.469391,0.497555,0.527408,0.559052,0.592596,0.628151,0.665840,0.700571,0.735599,0.772379,0.810998,0.851548,0.894126,0.938832
1974,0.014649,0.001026,0.000629,0.000530,0.000410,0.000361,0.000325,0.000297,0.000272,0.000250,0.000235,0.000233,0.000255,0.000302,0.000369,0.000447,0.000521,0.000579,0.000612,0.000626,0.000639,0.000657,0.000673,0.000688,0.000704,0.000721,0.000742,0.000768,0.000803,0.000845,0.000895,0.000954,0.001022,0.001100,0.001189,0.001288,0.001402,0.001536,0.001692,0.001869,0.002064,0.002272,0.002492,0.002721,0.002962,0.003226,0.003509,0.003804,0.004106,0.004423,0.004767,0.005146,0.005561,0.006018,0.006517,0.007057,0.007642,0.008281,0.008978,0.009733,0.010589,0.011508,0.012411,0.013269,0.014140,0.015136,0.016321,0.017682,0.019248,0.021043,0.023120,0.025481,0.028098,0.030980,0.034185,0.037818,0.041933,0.046520,0.051609,0.057247,0.063383,0.070145,0.077755,0.086305,0.095687,0.105725,0.116274,0.127245,0.138612,0.150404,0.162664,0.175444,0.188790,0.202742,0.217332,0.232452,0.248068,0.264139,0.280619,0.297456,0.315304,0.334222,0.354275,0.375532,0.398064,0.421947,0.447264,0.474100,0.502546,0.532699,0.564661,0.598540,0.632875,0.664518,0.697744,0.732632,0.769263,0.807726,0.848113,0.890518
1975,0.014158,0.000976,0.000645,0.000476,0.000422,0.000362,0.000316,0.000280,0.000250,0.000225,0.000208,0.000206,0.000227,0.000275,0.000343,0.000422,0.000498,0.000559,0.000596,0.000614,0.000631,0.000652,0.000668,0.000678,0.000685,0.000693,0.000704,0.000723,0.000753,0.000792,0.000839,0.000894,0.000958,0.001032,0.001117,0.001212,0.001322,0.001450,0.001599,0.001768,0.001954,0.002154,0.002365,0.002585,0.002818,0.003071,0.003346,0.003633,0.003932,0.004248,0.004590,0.004965,0.005376,0.005829,0.006324,0.006861,0.007439,0.008059,0.008721,0.009429,0.010229,0.011094,0.011957,0.012796,0.013661,0.014646,0.015807,0.017132,0.018648,0.020378,0.022373,0.024632,0.027125,0.029853,0.032878,0.036280,0.040131,0.044461,0.049313,0.054706,0.060631,0.067109,0.074187,0.081890,0.090223,0.099187,0.108779,0.119001,0.129857,0.141349,0.153483,0.166258,0.179672,0.193720,0.208391,0.223517,0.239038,0.254885,0.270980,0.287239,0.304473,0.322742,0.342106,0.362632,0.384390,0.407454,0.431901,0.457815,0.485284,0.514401,0.545265,0.577981,0.611461,0.642034,0.674135,0.707842,0.743234,0.780396,0.819416,0.860386
1976,0.013608,0.000955,0.000616,0.000453,0.000382,0.000337,0.000303,0.000275,0.000249,0.000224,0.000205,0.000200,0.000218,0.000266,0.000334,0.000414,0.000489,0.000547,0.000581,0.000595,0.000606,0.000623,0.000636,0.000646,0.000655,0.000665,0.000678,0.000697,0.000726,0.000763,0.000808,0.000861,0.000921,0.000989,0.001067,0.001155,0.001257,0.001377,0.001517,0.001675,0.001851,0.002041,0.002247,0.002466,0.002702,0.002959,0.003237,0.003529,0.003835,0.004159,0.004512,0.004897,0.005307,0.005742,0.006209,0.006709,0.007258,0.007871,0.008558,0.009314,0.010165,0.011071,0.011960,0.012802,0.013652,0.014616,0.015751,0.017038,0.018503,0.020169,0.022097,0.024284,0.026690,0.029319,0.032234,0.035562,0.039353,0.043575,0.048252,0.053449,0.059170,0.065539,0.072722,0.080803,0.089717,0.099350,0.109608,0.120436,0.131823,0.143798,0.156400,0.169669,0.183642,0.198347,0.213806,0.229703,0.245957,0.262480,0.279170,0.295920,0.313676,0.332496,0.352446,0.373593,0.396008,0.419769,0.444955,0.471652,0.499951,0.529948,0.561745,0.595450,0.631177,0.669048,0.706779,0.742118,0.779224,0.818185,0.859095,0.902049
1977,0.012443,0.000926,0.000615,0.000432,0.000394,0.000335,0.000293,0.000260,0.000232,0.000210,0.000195,0.000197,0.000222,0.000277,0.000351,0.000438,0.000520,0.000581,0.000612,0.000620,0.000624,0.000634,0.000641,0.000647,0.000654,0.000662,0.000673,0.000688,0.000710,0.000739,0.000775,0.000820,0.000875,0.000944,0.001025,0.001117,0.001221,0.001343,0.001484,0.001643,0.001819,0.002010,0.002210,0.002416,0.002633,0.002866,0.003122,0.003404,0.003717,0.004057,0.004435,0.004837,0.005244,0.005648,0.006066,0.006511,0.007012,0.007597,0.008282,0.009055,0.009922,0.010837,0.011746,0.012622,0.013509,0.014511,0.015669,0.016941,0.018341,0.019903,0.021700,0.023751,0.026027,0.028540,0.031344,0.034533,0.038150,0.042182,0.046655,0.051622,0.057117,0.063213,0.069982,0.077473,0.085682,0.094582,0.104155,0.114392,0.125299,0.136894,0.149195,0.162217,0.175974,0.190472,0.205713,0.221350,0.237289,0.253427,0.269647,0.285826,0.302975,0.321154,0.340423,0.360848,0.382499,0.405449,0.429776,0.455563,0.482897,0.511870,0.542583,0.575138,0.609646,0.644162,0.676370,0.710188,0.745698,0.782983,0.822132,0.863238
1978,0.012257,0.000948,0.000587,0.000440,0.000350,0.000319,0.000296,0.000275,0.000251,0.000224,0.000200,0.000191,0.000208,0.000260,0.000335,0.000423,0.000504,0.000567,0.000602,0.000616,0.000627,0.000643,0.000654,0.000663,0.000669,0.000676,0.000686,0.000698,0.000715,0.000738,0.000768,0.000807,0.000854,0.000913,0.000985,0.001066,0.001162,0.001277,0.001415,0.001574,0.001752,0.001943,0.002145,0.002356,0.002579,0.002819,0.003081,0.003365,0.003672,0.004004,0.004372,0.004765,0.005160,0.005549,0.005948,0.006373,0.006858,0.007436,0.008131,0.008925,0.009817,0.010756,0.011682,0.012567,0.013457,0.014457,0.015613,0.016892,0.018310,0.019896,0.021722,0.023790,0.026054,0.028516,0.031240,0.034345,0.037889,0.041855,0.046273,0.051197,0.056726,0.062883,0.069637,0.077004,0.085058,0.093886,0.103563,0.114144,0.125656,0.138106,0.151489,0.165791,0.180994,0.197072,0.213998,0.231270,0.248738,0.266238,0.283591,0.300606,0.318643,0.337761,0.358027,0.379508,0.402279,0.426416,0.452001,0.479121,0.503651,0.528833,0.555275,0.583039,0.612191,0.642800,0.674940,0.708687,0.744122,0.781328,0.820394,0.861414
1979,0.011615,0.000883,0.000556,0.000436,0.000381,0.000325,0.000283,0.000251,0.000223,0.000199,0.000183,0.000182,0.000205,0.000256,0.000328,0.000411,0.000490,0.000551,0.000584,0.000595,0.000603,0.000616,0.000626,0.000634,0.000641,0.000649,0.000659,0.000672,0.000689,0.000711,0.000737,0.000773,0.000821,0.000887,0.000967,0.001060,0.001163,0.001275,0.001395,0.001526,0.001673,0.001836,0.002012,0.002199,0.002401,0.002618,0.002859,0.003135,0.003451,0.003802,0.004194,0.004607,0.005012,0.005396,0.005781,0.006190,0.006660,0.007215,0.007873,0.008622,0.009461,0.010351,0.011253,0.012150,0.013074,0.014112,0.015291,0.016574,0.017970,0.019509,0.021276,0.023277,0.025455,0.027811,0.030411,0.033371,0.036753,0.040550,0.044798,0.049543,0.054795,0.060631,0.067158,0.074436,0.082441,0.091123,0.100439,0.110368,0.120911,0.132090,0.143929,0.156454,0.169684,0.183637,0.198319,0.213384,0.228741,0.244291,0.259923,0.275518,0.292049,0.309572,0.328147,0.347836,0.368706,0.390828,0.414278,0.439134,0.465483,0.493411,0.523016,0.554397,0.587661,0.621885,0.652979,0.685628,0.719909,0.755905,0.793700,0.833385
